,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,Gross Margin,Net Income Margin,Operating Margin,Price to Sales,Price to Book,MarketCap,momentum_12m,momentum_6m,momentum_3m,future_return,volatility,beta,idiosyncratic_vol,avg_volume
LYV,0.02297501281259027,0.0,0.0,-0.024,0.67384005,0.0403,0.25167,0.03871,0.03311,1.190317,159.65195,27562534912.0,0.14365174081597365,0.22607182329672204,-0.1144935504761404,-0.2032867914280856,0.3762092821291135,1.0,0.3762092821291135,2862983.3333333335
LKQ,0.0631301055289157,2.88,-0.089,-0.041,0.11349,0.05606,0.39192,0.048070002,0.09085,0.7521001,1.7939112,10796397568.0,-0.1723139737037781,0.06534367709301936,0.08665839071474801,0.1003377208462497,0.3247652753750248,1.0,0.3247652753750248,2662996.6666666665
LMT,0.04790097909601272,2.83,-0.707,-0.013,0.81044996,0.08306,0.09877,0.07511,0.037750002,1.5445561,17.298231,109729898496.0,0.10077174211080231,-0.16842952495480257,-0.06867559650373944,0.06254047009829677,0.22514679334164342,1.0,0.22514679334164342,1683196.6666666667
L,0.07417264402371165,0.29,-0.569,0.068,0.0867,0.01751,0.36705002,0.080749996,0.062470004,1.0411906,1.0872082,18231248896.0,0.1384109039886947,0.1085828137808571,0.02046140410399233,0.04197715886210829,0.25536549915854717,1.0,0.25536549915854717,767806.6666666666
LOW,0.05449117638003672,2.05,0.125,-0.003,0.0,0.1541,0.33316,0.08314,0.09864,1.5020963,-8.8317,125686398976.0,-0.07618118377612648,-0.10185686508972858,-0.1585642144177618,-0.10317267095090743,0.2866266476145863,1.0,0.2866266476145863,2643746.6666666665
LULU,0.044497317145506005,0.0,0.463,0.087,0.46213,0.22699,0.58853,0.17047001,0.20472999,3.720239,9.532903,37878476800.0,-0.3319084804323683,0.19562536044150658,-0.2219387147484756,-0.2129011137340453,0.39055488586735054,1.0,0.39055488586735054,1590643.3333333333
LYB,0.05583276523494706,7.23,0.0,-0.044,0.105749995,0.047220003,0.113249995,0.03375,0.02948,0.5950951,1.9271753,23983521792.0,-0.22515162737077843,-0.18295684209898033,-0.013019745618981782,-0.005736840473830052,0.3394752584607514,1.0,0.3394752584607514,2736273.3333333335
MTB,0.08337604966277723,3.08,0.41,0.082,0.09245,0.01243,0.0,0.29854,0.42138,3.3276825,1.0912243,28847679488.0,0.2636707451259446,0.07392007603273942,-0.12444824669244747,-0.10503982088766628,0.327606775143965,1.0,0.327606775143965,1293046.6666666667
MPC,0.07141339608190403,2.58,-0.704,-0.091,0.18127,0.04366,0.09399,0.024719998,0.02668,0.31664535,2.5135784,44120100864.0,-0.2368482970501563,-0.1158553346660871,-0.06585296100506177,-0.04857368427115505,0.4082067478326094,1.0,0.4082067478326094,2837556.6666666665
MKTX,0.03432526483658085,1.43,-0.06,0.026,0.20448999,0.111999996,0.62348,0.33556,0.39513,9.797223,5.757584,8005281792.0,-0.04316448886925828,-0.16615708233555215,-0.09216173352731283,0.10525579794243578,0.3279780291643155,1.0,0.3279780291643155,877713.3333333334
MAR,0.03430545854734222,1.04,-0.433,0.029,0.0,0.09340999,0.81868,0.35887,0.48406,10.127563,-22.481043,67024211968.0,-0.023294721314411904,0.05853113285825695,-0.1647961614855843,-0.16111540229449317,0.32606095293790494,1.0,0.32606095293790494,1871303.3333333333
MMC,0.035287004202152895,1.41,0.044,0.092,0.31785,0.0775,0.44537997,0.16600001,0.24591999,4.649258,8.527494,113711562752.0,0.13010725090986974,0.014000220528533447,0.08417828723902754,0.011180493273990955,0.20033248310331153,1.0,0.20033248310331153,2094043.3333333333
MLM,0.06790239519587837,0.66,0.052,0.014,0.22822,0.055710003,0.29038998,0.30523002,0.27652,4.4541135,3.087374,29112084480.0,-0.20618767502341084,-0.07076531949231324,-0.14628873002260623,-0.07523695561917243,0.31449296347811584,1.0,0.31449296347811584,697226.6666666666
MAS,0.05347746007947714,1.76,-0.007,-0.029,27.3125,0.16524,0.3628,0.10501,0.16410999,1.9040017,-53.54912,14904524800.0,-0.04883845479876325,-0.10221774527444416,-0.11030994965870344,-0.07981096711455249,0.2836909588150856,1.0,0.2836909588150856,1725176.6666666667
MA,0.026305814032099934,0.58,0.223,0.144,1.90557,0.22715999,1.0,0.45706,0.56323004,17.078625,74.36787,481053638656.0,0.11569983308745369,0.0752073276026115,-0.011286958992133833,-0.06546220782093237,0.2666742623615155,1.0,0.2666742623615155,2652710.0
MTCH,0.06528764790998243,2.46,-0.267,-0.007,0.0,0.11895,0.71577,0.15844,0.29527,2.2269166,-122.292496,7748273152.0,-0.0651566492858433,-0.11057631731057405,-0.011406071768701675,-0.08999998429242306,0.4672219675748997,1.0,0.4672219675748997,5781980.0
MKC,0.036350057304047834,2.24,-0.026,0.026,0.15163,0.05197,0.38535,0.11727,0.17241,3.2020533,4.0687838,21529647104.0,0.19645996500737084,-0.02338429864866587,-0.006859442642223823,0.04514703608050441,0.22982287588840972,1.0,0.22982287588840972,2100383.3333333335
MCD,0.03798819532025701,2.36,-0.0,-0.003,0.0,0.13307,0.56751996,0.31725,0.45084998,8.264539,-56.475792,214216835072.0,0.08577267138322009,0.037712118121895344,0.01844352997738352,-0.01963224343478942,0.2044565000342696,1.0,0.2044565000342696,3751136.6666666665
MCK,0.03350091608255028,0.44,0.572,0.178,0.0,0.05243,0.03809,0.0082,0.01314,0.23656358,-26.574196,81515790336.0,0.25609474360409945,0.27528707031598953,0.12911979017612918,0.0943733043298145,0.286265927373187,1.0,0.286265927373187,915966.6666666666
MDT,0.03524229074889868,3.01,0.019,0.025,0.08442,0.04656,0.65592,0.12832,0.21948999,3.5954697,2.4183447,119366000640.0,0.13126776869145562,0.05128586746263841,0.13211890278987348,0.01882869457507863,0.2300049828275837,1.0,0.2300049828275837,7223823.333333333
MRK,0.07126995759259348,3.43,0.0,0.068,0.40789002,0.13903,0.77095,0.26674998,0.34185,3.7228463,5.1612725,238887600128.0,-0.20472127728824996,-0.16733372559053705,-0.0443407227342133,0.10388702831915175,0.21816250058431966,1.0,0.21816250058431966,18306823.333333332
META,0.03930217263196353,0.35,0.514,0.206,0.37140998,0.16863,0.81684,0.37909,0.45278,9.358312,8.430107,1539451650048.0,0.2305356823676319,0.15907858838783473,-0.03801119182456425,-0.16162489298102034,0.3764636379865342,1.0,0.3764636379865342,16088453.333333334
MET,0.07387140377385362,2.71,1.307,-0.019,0.15336001,0.00508,0.24691,0.06235,0.046669997,0.7717104,2.0192864,54777548800.0,0.13925785611766184,0.07978327496182414,0.007418257368577041,-0.028043026721692788,0.3037142791688645,1.0,0.3037142791688645,3589833.3333333335
MTD,0.03290388065736163,0.0,0.403,0.118,0.0,0.21506001,0.60056,0.2229,0.32122,6.645177,-203.11209,25732524032.0,-0.05774903152006594,-0.10423039308968629,-0.03177951467196516,-0.06273805966602808,0.28060644725640177,1.0,0.28060644725640177,155620.0
MGM,0.07556675253316757,0.0,-0.438,-0.006,0.26327,0.02456,0.45515,0.0433,0.080570005,0.5260332,3.0922015,9069100032.0,-0.2589827396966684,-0.11532036548836089,-0.14022735761776173,-0.07593828292446225,0.45328100031095414,1.0,0.45328100031095414,5606003.333333333
MCHP,0.010654205507904621,3.4,0.0,-0.419,0.0471,0.025209999,0.57952,0.06492,0.03353,6.0487537,4.769972,28773316608.0,-0.394422489667399,-0.28663408393388734,-0.12383630980177662,0.0009580851999246853,0.37846550541813445,1.0,0.37846550541813445,11143623.333333334
MU,0.03462645122919747,0.46,0.0,0.843,0.086569995,0.04204,0.3092,0.13343,0.24962999,3.859806,2.3993049,112297197568.0,0.07498460238763283,0.15852059059636137,-0.011160603512718859,0.09936737107359339,0.4726008156878514,1.0,0.4726008156878514,19210480.0
MSFT,0.031912702164973675,0.85,0.102,0.123,0.34291,0.14649001,0.69408995,0.35428002,0.45458,11.033327,9.544114,2888547172352.0,-0.05678994895746614,-0.08637373509637813,-0.13285572635627863,-0.04816373008359898,0.2707751314739421,1.0,0.2707751314739421,23855696.666666668
MAA,0.027493721808625,3.71,0.035,0.014,0.08731,0.03524,0.59282,0.24078,0.29536,8.942634,3.2123606,19593443328.0,0.2899676233033872,0.01286958694274798,0.04188099777044707,0.04806821898545022,0.24140239341998537,1.0,0.24140239341998537,903830.0
MRNA,0.0,0.0,0.0,-0.656,-0.2877,-0.15141,-0.8563,-1.10043,-1.2898599,4.136245,1.2258773,13384888320.0,-0.6749601141909243,-0.5031573079755969,-0.19225388616715677,0.13378087784136228,0.7324508648186062,1.0,0.7324508648186062,12055683.333333334
MHK,0.07121609819959294,0.0,-0.326,0.01,0.06819,0.03829,0.25537002,0.04777,0.06268,0.6601258,0.94753337,7153717248.0,-0.05972354929783963,-0.23840617232650674,-0.12728104156351028,-0.020984984567384957,0.39769060804276807,1.0,0.39769060804276807,805643.3333333334
MOH,0.0662838223560419,0.0,0.203,0.191,0.27069,0.06995,0.12093,0.0301,0.03737,0.43678406,3.8390253,17106209792.0,-0.23875622991510947,-0.12670709160582438,0.02633946164434975,0.15624411131079396,0.38402329188833795,1.0,0.38402329188833795,925130.0
TAP,0.08973498208800022,3.15,1.923,-0.02,0.08611,0.043169998,0.38990003,0.09653,0.15759,1.0398196,0.92533094,12089981952.0,-0.07081978070454442,0.1141332087441318,-0.02142100912877687,0.1239469351765774,0.2854534977486448,1.0,0.2854534977486448,2441516.6666666665
MDLZ,0.05317991424419748,2.92,0.866,0.031,0.16712,0.05756,0.39124,0.12652999,0.17191,2.2827833,3.1467435,83186909184.0,-0.07603148791525471,-0.12295336032272397,0.0269568810395886,0.06122110854601748,0.21336425067945783,1.0,0.21336425067945783,11360333.333333334
MPWR,0.06040656152985174,1.03,14.089,0.369,0.68776,0.11141,0.55316,0.80952,0.26268998,13.143795,9.213579,29009668096.0,-0.13832213970121487,-0.3212048017011294,-0.026453837995831786,-0.13353161221516352,0.438653226915578,1.0,0.438653226915578,913710.0
MNST,0.027046649736906417,0.0,-0.211,0.047,0.21274,0.14774999,0.54038,0.2014,0.28053,7.155133,8.997224,53611327488.0,-0.09465897232491916,0.10378682270110984,0.057389669213752104,0.14365792498833496,0.27080053951325367,1.0,0.27080053951325367,6683963.333333333
MCO,0.02519917808344829,0.84,0.171,0.13,0.57171,0.12368,0.72559,0.29035,0.36962003,11.340519,22.599636,80381599744.0,0.1573412453601193,-0.06323199530350931,-0.10019491814150916,-0.11427659731489226,0.27173192158205894,1.0,0.27173192158205894,970946.6666666666
MS,0.06892665211670991,3.21,1.636,0.249,0.13173,0.01123,0.86620003,0.21773,0.371,3.0249813,1.9555781,186027278336.0,0.3337355107612163,0.21094216646181052,-0.08999554202767557,-0.1587776542597239,0.31527839988216794,1.0,0.31527839988216794,6946476.666666667
MOS,0.021235521727463826,3.4,-0.522,-0.106,0.0168,0.016900001,0.13593,0.01572,0.03548,0.7380085,0.7148772,8208720384.0,-0.16300915976753716,0.04628143684891817,-0.023596939921955662,-6.458056945191082e-05,0.446547694358538,1.0,0.446547694358538,6360396.666666667
MSI,0.022107379299512214,1.04,0.025,0.057,1.28723,0.12674,0.51068,0.14579001,0.272,6.450308,41.008633,69772984320.0,0.2316118104119782,-0.04280283212173874,-0.12146309480731854,-0.10245663082578216,0.24884934757108668,1.0,0.24884934757108668,911353.3333333334
MSCI,0.025292493779690544,1.3,-0.231,0.077,0.0,0.17492001,0.8199,0.38833,0.54196,15.071588,-45.87793,43046383616.0,0.006879472845547685,-0.0032462276682699853,-0.11618264363272301,-0.0280680996305247,0.3041842943656044,1.0,0.3041842943656044,642226.6666666666
NDAQ,0.026344525805121637,1.31,0.7,0.233,0.101239994,0.03996,0.62824,0.15095,0.27586,5.693936,3.764452,42135126016.0,0.2473606389090326,0.019247199370513224,-0.09599753267338995,-0.08027478538019328,0.23761969143787748,1.0,0.23761969143787748,2966586.6666666665
NTAP,0.05870841602169112,2.26,-0.027,0.022,1.14329,0.09519,0.70621,0.17471,0.22729999,2.9168031,18.7676,18982555648.0,-0.09294429561341322,-0.20326572416426525,-0.24674330272739342,-0.21984730986840495,0.34370823884241214,1.0,0.34370823884241214,2221680.0
NFLX,0.021601307051887095,0.0,1.018,0.16,0.38435,0.12720999,0.46056998,0.22337,0.22181,10.068493,15.869997,392680931328.0,0.5062761204575279,0.33663368712336816,-0.019817200827470294,-0.10640415488910993,0.4344312414565469,1.0,0.4344312414565469,4473483.333333333
NEM,0.061851207889146304,2.16,0.0,0.428,0.11171,0.06605,0.50268,0.17920999,0.4087,2.7891026,1.7412262,52106010624.0,0.3762423068796452,-0.11514011094237808,0.10015423801483303,-0.0063123127849725735,0.35932072006849924,1.0,0.35932072006849924,11162593.333333334
NWSA,0.02779837173817381,0.74,0.383,0.048,0.0619,0.03433,0.51546,0.04038,0.16488001,1.5655847,1.8801392,16051939328.0,0.03163438897500459,0.04316336399829046,-0.06843751889264815,-0.07763897110307683,0.29948636635534603,1.0,0.29948636635534603,3371256.6666666665
NWS,0.024209167009286905,0.65,0.383,0.048,0.0619,0.03433,0.51546,0.04038,0.16488001,1.5650808,2.158885,16046772224.0,0.1426594989164307,0.14394712998011427,-0.032948285515528974,-0.08665754436214479,0.2997183066602986,1.0,0.2997183066602986,904793.3333333334
NEE,0.045819166047191544,3.08,-0.008,-0.217,0.09506,0.02503,0.60061,0.28061,0.18032,6.1121707,3.0197897,151294558208.0,0.2701245929060818,-0.10552338967746089,0.0023794219306507713,0.07038161621156913,0.24520979204920643,1.0,0.24520979204920643,11395513.333333334
NKE,0.04521350608811163,2.23,-0.243,-0.077,0.34673,0.09842,0.44726002,0.099759996,0.11203,2.1641238,7.5654564,105994461184.0,-0.2798208258511309,-0.0766542644510978,-0.08658588399609024,-0.003284000633730355,0.2994976589370874,1.0,0.2994976589370874,13704410.0
NI,0.04103343527406436,2.84,-0.053,0.117,0.081199996,0.02885,0.51739,0.13939,0.26357,3.4010801,2.1359015,18553231360.0,0.5312919648284062,0.1918213180937851,0.08211667097968167,0.017525781405847818,0.23357915657414696,1.0,0.23357915657414696,4784133.333333333
NDSN,0.03794599829091224,1.5,-0.132,-0.028,0.16153999,0.07441,0.55147,0.16929,0.23066999,4.4172277,4.1032743,11803486208.0,-0.20991387864188227,-0.16139210418847816,-0.165794327237483,-0.032333354525106994,0.28643769678485614,1.0,0.28643769678485614,344216.6666666667
NSC,0.04980628592184985,2.32,0.391,-0.016,0.1936,0.06883,0.49922,0.21628,0.37665,4.338911,3.6749935,52600619008.0,-0.09739124712154379,-0.07765575723706997,-0.05539421932034849,-0.08510889802951227,0.2836600955526398,1.0,0.2836600955526398,1248846.6666666667
NTRS,0.09981610878278946,3.07,3.381,0.284,0.16455,0.013259999,0.0,0.24490999,0.35597,2.3010898,1.6114056,19083857920.0,0.23677346953786693,0.13582144693890696,-0.06181665517094115,-0.10399653871699266,0.29989589905665825,1.0,0.29989589905665825,1285393.3333333333
NOC,0.05840018304953375,1.7,0.0,0.005,0.27748,0.071279995,0.20379,0.10172,0.15767999,1.7107335,4.5972333,70196527104.0,0.07646708586292794,-0.05665691435079345,0.024143596528496847,0.034496843291643264,0.2435508704326339,1.0,0.2435508704326339,1140726.6666666667
NCLH,0.09848879288639087,0.0,0.0,0.062,1.05461,0.04642,0.39990002,0.096020006,0.10176,0.8905965,5.9210124,8442544640.0,-0.03422245981153249,0.00840776887225192,-0.30218179876154116,-0.2683949344658849,0.6003553767948216,1.0,0.6003553767948216,13546700.0
NRG,0.05231155885620568,1.85,0.431,0.002,0.4179,0.05698,0.21436001,0.03999,0.1443,0.6716602,10.363972,18893801472.0,0.5582611925231129,0.20596268225983683,0.003366984452775057,-0.07081632586327491,0.3951520129998945,1.0,0.3951520129998945,3197070.0
NUE,0.0639715372718647,1.67,-0.615,-0.082,0.106520005,0.05375,0.13405,0.06595,0.05469,0.9908082,1.5152453,30451499008.0,-0.2719327866791198,-0.05264816718803944,-0.041317380853369445,-0.010932285140430542,0.3522728076598735,1.0,0.3522728076598735,2959126.6666666665
NVDA,0.024163721390939193,0.03,0.836,0.779,1.1917701,0.57417,0.74988997,0.55848,0.61107,22.749548,37.540882,2968747769856.0,0.33912051751295125,0.021399815005130884,-0.12654371025021416,-0.07212762147090612,0.4945725881481351,1.0,0.4945725881481351,284113660.0
NVR,0.07000040320232245,0.0,0.151,0.164,0.3923,0.20628001,0.25643998,0.15737,0.20087999,1.9526005,5.1766,20868341760.0,-0.06580819647888847,-0.21165374158814898,-0.1821920042679338,-0.008744807592829917,0.31131374376604504,1.0,0.31131374376604504,28206.666666666668
NXPI,0.04719634813536668,1.97,-0.279,-0.091,0.27493998,0.09043,0.56659,0.19899,0.24783,4.1451006,5.7096963,52286300160.0,-0.16842216763403717,-0.08430308154478805,-0.06222704195625672,-0.06201369507427612,0.3943134571338646,1.0,0.3943134571338646,3421306.6666666665
ORLY,0.030600944406346267,0.0,0.027,0.069,0.0,0.14129,0.51198,0.14284,0.18047,4.5500226,-55.656605,76023955456.0,0.20520247390212365,0.18526155252397758,0.04602014480945549,0.002348399333153006,0.26470731613781323,1.0,0.26470731613781323,366476.6666666667
OXY,0.04857081588527962,2.06,0.0,-0.057,0.08934,0.04123,0.63315,0.116000004,0.12189,1.6351678,1.6877652,43699859456.0,-0.2369673920971792,-0.07864798838441234,-0.03512278185133222,-0.022212011289778344,0.47854325474968507,1.0,0.47854325474968507,12533473.333333334
ODFL,0.03372307768677493,0.69,-0.165,-0.073,0.27899998,0.17538999,0.4001,0.20397,0.24103001,5.9397573,8.153946,34538561536.0,-0.24660510338451846,-0.14799621584106537,-0.20531018990292627,-0.19830350132454266,0.31173334214259363,1.0,0.31173334214259363,2113116.6666666665
OMC,0.09229246263147409,3.46,0.06,0.064,0.32075,0.049790002,0.18687001,0.09437,0.15029,1.0123186,3.785594,15882369024.0,-0.1287844493219238,-0.16074409632262765,-0.10801905981973392,0.0032887868080340166,0.26703135659813554,1.0,0.26703135659813554,3816986.6666666665
ON,0.08404723757321671,0.0,-0.313,-0.146,0.18954,0.0874,0.4541,0.22207001,0.25951,2.5699522,2.0767417,18201171968.0,-0.45938166282793547,-0.37703739382618806,-0.36457263717756627,-0.13723536871989472,0.48503936639649065,1.0,0.48503936639649065,9858126.666666666
OKE,0.05361402491422292,4.27,0.336,0.337,0.16117,0.05841,0.38653,0.13987,0.23200001,2.7746844,3.3005888,60205105152.0,0.30808971693338805,0.08805908707280463,-0.06581898166933853,-0.012190149640698644,0.4174781059645021,1.0,0.4174781059645021,4253716.666666667
ORCL,0.028471896515589377,1.34,0.2,0.064,1.03741,0.073460005,0.7112,0.21799,0.31295002,7.503853,25.00754,418587410432.0,0.2020566749254702,-0.07068181002067331,-0.16207356697028275,-0.1332597653325489,0.2844586109656668,1.0,0.2844586109656668,10319720.0
OTIS,0.0404492144135598,1.55,0.062,0.015,0.0,0.13706,0.30047,0.11535,0.15810001,2.797682,-8.252276,39897743360.0,0.04023102284199909,0.09381568893403269,0.020526815625209638,0.04426248355629636,0.25428052268031787,1.0,0.25428052268031787,2361156.6666666665
PCAR,0.0796290686870791,1.33,-0.386,-0.129,0.24933,0.07408,0.17616,0.12363,0.13046,1.5466379,2.971694,52065705984.0,-0.10960083252215647,0.07962523285333112,-0.11630285334965762,-0.03782369801952434,0.2583262281088183,1.0,0.2583262281088183,2755813.3333333335
PKG,0.04537601813007879,2.54,0.164,0.107,0.19166,0.08258,0.21305001,0.09604,0.14807999,2.108105,3.9845316,17672876032.0,0.10136742214994854,-0.038598766974929144,-0.16533660740501155,-0.0322465794313197,0.27754662474116487,1.0,0.27754662474116487,947983.3333333334
PLTR,0.0022031539735402087,0.0,-0.219,0.36,0.10812,0.035720002,0.80248,0.16128999,0.01334,70.5857,40.317905,202263822336.0,2.4495999145507814,1.4703522841797585,0.189353128162145,-0.2653548146165655,0.7287381489351101,1.0,0.7287381489351101,119423503.33333333
PANW,0.009707140898033813,0.0,-0.844,0.143,0.23378,0.0357,0.73857003,0.14637,0.11141,14.086378,18.887506,120727306240.0,0.2569971005565366,0.05655345001323142,-0.08468455302151356,-0.07314593454054585,0.3869762124704873,1.0,0.3869762124704873,5621586.666666667
PARA,0.0,1.71,0.0,0.045,-0.30945,0.03165,0.33465,-0.21189,0.02668,0.28367886,0.48063478,8287110656.0,0.01946928576994922,0.14991580973083596,0.04935907686797236,0.09868413563722167,0.45912467220873443,1.0,0.45912467220873443,9426643.333333334
PH,0.03979403720575344,1.07,0.386,-0.016,0.25852,0.08776,0.36254,0.15866,0.20608,3.9318192,5.9666276,78273667072.0,0.1384376888202845,0.03950188272939559,-0.1122889019021669,-0.10397685770509713,0.3088457894890954,1.0,0.3088457894890954,871120.0
PAYX,0.03272827480754138,2.7,0.056,0.047,0.46155,0.12255,0.71803004,0.32018003,0.40861,9.752237,13.339448,52367564800.0,0.22624108338274596,0.09820649409934235,0.03650805353815656,-0.01027556677913899,0.24241844887206887,1.0,0.24241844887206887,1924953.3333333333
PAYC,0.04288667646055402,0.72,0.418,0.136,0.34874,0.064229995,0.85801005,0.26657,0.06271,6.1834064,7.201371,11644591104.0,0.1135607314674747,0.24557796585698388,-0.1327500399877689,0.006311542839711359,0.4574016347705748,1.0,0.4574016347705748,714793.3333333334
PYPL,0.05786802617949505,0.0,-0.152,0.042,0.20001,0.04299,0.40537998,0.13042,0.17379999,2.1451154,3.3534358,68208230400.0,0.1040832042577029,-0.020039847212592665,-0.24022041930311644,-0.09597482649803768,0.38156283506864663,1.0,0.38156283506864663,14836786.666666666
PNR,0.043447954976448384,1.16,-0.207,-0.012,0.18454,0.086289994,0.39159,0.15318,0.21049999,3.4749308,3.9820511,14187447296.0,0.06046306422888237,-0.047499257512797044,-0.2099008695960295,-0.12154297675639003,0.29047369926132205,1.0,0.29047369926132205,1688290.0
PEP,0.04677299978072818,3.65,0.18,-0.002,0.52304,0.08989,0.5489,0.104270004,0.10639,2.2186427,11.300479,203791187968.0,-0.07932893645975947,-0.15455452558003735,-0.05217839964049331,0.03194659816125189,0.1878936532922064,1.0,0.1878936532922064,7735253.333333333
PFE,0.05482115010935449,6.69,0.0,0.219,0.09057,0.0464,0.74193,0.12622,0.15903,2.2925754,1.6525314,145869701120.0,-0.03146389675431238,-0.08946139699378208,0.0362745231393522,0.009815469444041991,0.23271581467586575,1.0,0.23271581467586575,42411043.333333336
PCG,0.06853396594752834,0.6,-0.303,-0.058,0.088879995,0.0247,0.37504002,0.10135999,0.17764999,1.507362,1.2883908,36808273920.0,0.02617724770830554,-0.14543223044001108,-0.15189970429699629,0.046787271857375634,0.5911212683743826,1.0,0.5911212683743826,21955756.666666668
PM,0.03957071316119941,3.56,0.0,0.073,0.0,0.12998,0.64811,0.18631001,0.27766,6.234546,-20.097923,236152143872.0,0.6732400323230123,0.24580396038327557,0.21090305794260633,0.013276439397340356,0.23361431243325737,1.0,0.23361431243325737,6877440.0
PSX,0.03937504712700953,3.63,-0.999,-0.12,0.07236,0.01731,0.09215,0.014789999,0.0057599996,0.36092547,1.888336,51667566592.0,-0.15121047418964217,0.026130735715887088,0.02028161318048105,0.02264788133735829,0.3436561004934462,1.0,0.3436561004934462,4320483.333333333
PNW,0.055917187539928366,3.82,0.0,0.105,0.09527001,0.02612,0.41702,0.11879,0.08835,2.1777468,1.6523548,11160767488.0,0.3687618583613803,0.07243033779735586,0.06518731944986578,0.05280302028359474,0.2276995013724087,1.0,0.2276995013724087,1030623.3333333334
PNC,0.0794265529956201,3.7,1.038,0.055,0.11274,0.010620001,0.0,0.28359,0.35206002,3.2967737,1.4071206,68460797952.0,0.1744949248512493,-0.009690418657078315,-0.14241363959743547,-0.11554778499859497,0.2944359546639464,1.0,0.2944359546639464,1972996.6666666667
POOL,0.03456496124991324,1.47,-0.261,-0.016,0.33587003,0.113520004,0.29662,0.08178,0.06142,2.3184307,9.684781,12313075712.0,-0.1822242747514624,-0.049132847246653344,-0.12592005694798702,-0.0211451305699214,0.30101005527860336,1.0,0.30101005527860336,446763.3333333333
PPG,0.05040979635752926,2.4,0.0,-0.143,0.18378,0.068280004,0.41906,0.07043,0.121479996,1.6254247,3.8452675,25754855424.0,-0.18261312484776437,-0.08560229109415907,-0.06902435326639644,-0.005851096042759685,0.2628815175430786,1.0,0.2628815175430786,2192276.6666666665
PPL,0.03439381029729356,3.12,0.598,0.089,0.06341,0.02806,0.41338003,0.104940005,0.14609,3.0440886,1.8291916,25759078400.0,0.33751337154505956,0.10912740807823518,0.07460514194023582,0.018882549390917713,0.22852563057192601,1.0,0.22852563057192601,5254820.0
PFG,0.08069581743894716,3.62,0.0,0.766,0.14091,0.0038800002,0.45163,0.09741,0.23224,1.1578072,1.6891809,18672766976.0,0.05993695166066049,0.04987621780441298,0.046291787245819505,-0.016530147403460038,0.32031951233207123,1.0,0.32031951233207123,1829620.0
PG,0.03738762914388124,2.4,0.341,0.021,0.31058002,0.108839996,0.51717,0.18353,0.27181998,4.6696277,7.818012,393864445952.0,0.06047085788447659,-0.020073565150201422,-0.009586640459775864,-0.009494047605657752,0.18576470159765962,1.0,0.18576470159765962,7743896.666666667
PGR,0.050794881481064966,1.73,0.19,0.2,0.36976,0.07067,0.15180999,0.11255,0.14989,2.2072568,6.493842,166301351936.0,0.4495793844340663,0.1594679866573212,0.1863553149198065,0.10475483080089765,0.23664657727200988,1.0,0.23664657727200988,2694326.6666666665
PLD,0.03583877425657839,3.61,1.024,0.16,0.06781,0.022909999,0.75953,0.43618,0.43937,12.121981,1.9233017,103706370048.0,-0.13347675291142536,-0.12729464091467158,0.008083144052550839,-0.0657927483867401,0.26547481485179736,1.0,0.26547481485179736,3488066.6666666665
PRU,0.06913079705804215,4.98,0.0,-0.17,0.09486,0.00275,0.23507999,0.03873,-0.011820001,0.54549336,1.3801218,38405459968.0,0.005228033701292434,-0.04226106924202777,-0.08537579024619601,-0.008943828306151258,0.3207954581001698,1.0,0.3207954581001698,1892250.0
PEG,0.043419600988629584,3.09,-0.48,-0.054,0.11218,0.02885,0.34412,0.17221001,0.19026,3.9502115,2.5197022,40647675904.0,0.3147623141086424,-0.006727960408540623,-0.039450026422023,-0.019276287333518605,0.21890580840751783,1.0,0.21890580840751783,2993106.6666666665
PTC,0.02092426145517525,0.0,0.236,0.027,0.12994,0.059359998,0.80695,0.16952999,0.20477,8.10348,5.7991514,18746478592.0,-0.16123820698919078,-0.08856908373356343,-0.22829261715404126,-0.0646575241573818,0.31952080107894004,1.0,0.31952080107894004,1334260.0
PSA,0.035689128702385754,4.03,0.453,0.014,0.20927,0.06968,0.72993,0.43941003,0.46643,11.090547,9.751734,52296773632.0,0.07285774640354514,-0.14649734171675655,-0.05996977969662498,0.0033216313151511745,0.23106563671550762,1.0,0.23106563671550762,726576.6666666666
PHM,0.1427044837163695,0.85,0.348,0.146,0.274,0.14573,0.29092,0.1718,0.23527999,1.1562499,1.7231336,20751159296.0,-0.09307321668835644,-0.23664937864036362,-0.1540163892900298,-0.02886790149616747,0.359216230334341,1.0,0.359216230334341,2356523.3333333335
PWR,0.02308193718389287,0.15,0.436,0.133,0.13623,0.04664,0.14829999,0.03822,0.06735,1.63274,5.26336,38651518976.0,0.07990351882589009,-0.028039744931318,-0.21946885989062803,-0.12576673717840714,0.34038469138881305,1.0,0.34038469138881305,1975580.0
QCOM,0.059202961190031614,2.17,0.15,0.175,0.41968,0.12626,0.55993,0.25936002,0.30465,4.2553935,6.439117,173177487360.0,-0.05632236875925423,-0.040806197017268064,-0.015051769251892999,-0.07555175224535038,0.3683065867055859,1.0,0.3683065867055859,8320456.666666667
DGX,0.04519276022827405,1.88,0.202,0.146,0.13835,0.05841,0.33134,0.08823,0.14039999,1.9128866,2.7866304,18884016128.0,0.342657943817436,0.11036338602700901,0.09828922999345546,0.03535136807317385,0.23751536188896502,1.0,0.23751536188896502,1170930.0
